best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
115,0.334268,0.008448,0.361836,0.360001,0.057773,689.536,4825
128,0.339439,0.008319,0.371573,0.368875,0.057137,770.451,4826
150,0.360816,0.008172,0.382714,0.381285,0.056032,878.721,4827
92,0.332065,0.008378,0.367107,0.364638,0.055937,683.889,4828
136,0.382106,0.008474,0.359912,0.358612,0.057954,834.122,4829
167,0.360264,0.008186,0.381634,0.379799,0.056768,959.664,4830
107,0.336739,0.008419,0.364066,0.362206,0.058341,744.867,4831
179,0.365910,0.008156,0.383914,0.382437,0.056397,1046.246,4832
128,0.376727,0.008141,0.385067,0.383137,0.058120,955.268,4833
95,0.333134,0.008118,0.386784,0.384500,0.054597,735.733,4834
