best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
94,0.824903,0.002662,0.793586,0.794114,0.026957,890.898,8025
78,0.815101,0.002654,0.794249,0.794791,0.027395,816.245,8026
109,0.806842,0.002644,0.794972,0.795449,0.027894,819.749,8027
107,0.810327,0.002618,0.797003,0.797609,0.027225,762.785,8028
130,0.827712,0.002488,0.807076,0.807328,0.027571,917.799,8029
85,0.819290,0.002580,0.800004,0.800482,0.025396,858.062,8030
127,0.821069,0.002613,0.797422,0.797745,0.028735,973.533,8031
129,0.818853,0.002455,0.809631,0.810244,0.026012,917.581,8032
82,0.808820,0.002575,0.800381,0.800876,0.027417,712.932,8033
92,0.812806,0.002489,0.806993,0.807443,0.025521,782.394,8034
