best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
139,0.800583,0.002753,0.786525,0.786613,0.028876,340.739,2525
110,0.791886,0.002780,0.784459,0.784780,0.028249,270.041,2526
135,0.798206,0.002768,0.785420,0.785705,0.028373,320.854,2527
81,0.795957,0.002835,0.780177,0.780362,0.028614,272.440,2528
122,0.798621,0.002777,0.784698,0.784883,0.028716,301.950,2529
139,0.801471,0.002760,0.785997,0.786299,0.028547,356.423,2530
107,0.800208,0.002754,0.786456,0.786647,0.028690,321.522,2531
127,0.797848,0.002752,0.786638,0.786921,0.028506,313.565,2532
107,0.797473,0.002730,0.788343,0.788616,0.027020,305.704,2533
110,0.796583,0.002813,0.781887,0.782059,0.029032,272.614,2534
