best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
89,0.865443,0.002161,0.834402,0.833319,0.020168,630.460,14025
113,0.857159,0.002213,0.830360,0.829144,0.021137,646.098,14026
115,0.862037,0.002063,0.841870,0.840565,0.020888,658.934,14027
132,0.863436,0.002091,0.839717,0.838569,0.019894,748.106,14028
135,0.846882,0.002224,0.829522,0.828498,0.021408,801.583,14029
165,0.847089,0.002213,0.830360,0.829118,0.021481,888.916,14030
134,0.869816,0.002141,0.835874,0.834805,0.020913,728.669,14031
154,0.861989,0.002156,0.834746,0.833702,0.021833,827.944,14032
97,0.871897,0.002020,0.845185,0.844052,0.018896,627.855,14033
119,0.844295,0.002281,0.825218,0.824011,0.021217,683.584,14034
