best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
112,0.813971,0.002538,0.803256,0.803682,0.027168,802.660,6025
121,0.815467,0.002433,0.811326,0.811877,0.026680,777.308,6026
137,0.814429,0.002690,0.791425,0.791739,0.027934,904.000,6027
101,0.798347,0.002671,0.792897,0.793254,0.026879,722.150,6028
102,0.798556,0.002858,0.778385,0.778795,0.030351,651.640,6029
90,0.811337,0.003001,0.767360,0.767696,0.032367,690.942,6030
99,0.795735,0.002722,0.788991,0.789410,0.028359,637.910,6031
100,0.809135,0.002623,0.796598,0.796929,0.027353,759.805,6032
69,0.795433,0.002767,0.785502,0.786537,0.026865,684.791,6033
70,0.797822,0.002753,0.786539,0.787061,0.029339,655.997,6034
