best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
97,0.332653,0.008553,0.353882,0.350864,0.057708,2265.156,50025
97,0.322543,0.008690,0.343591,0.340211,0.060439,2371.611,50026
131,0.324242,0.008660,0.345823,0.343015,0.060860,2453.210,50027
78,0.336339,0.008790,0.336022,0.332504,0.053483,2045.394,50028
73,0.345749,0.008430,0.363180,0.360364,0.057537,2045.721,50029
69,0.327148,0.008686,0.343898,0.341597,0.060223,2197.333,50030
135,0.338223,0.008499,0.358002,0.355508,0.062444,2744.977,50031
148,0.341771,0.008652,0.346431,0.343595,0.064238,2865.468,50032
165,0.323905,0.008496,0.358252,0.355099,0.063233,3187.160,50033
165,0.353492,0.008272,0.375152,0.371996,0.061681,3185.026,50034
