best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
121,0.861746,0.001637,0.881101,0.880234,0.015007,1080.027,10025
128,0.862504,0.001731,0.874255,0.873284,0.015481,1144.554,10026
139,0.854210,0.001750,0.872884,0.871971,0.015347,1228.600,10027
133,0.862279,0.001756,0.872445,0.871458,0.015133,1272.343,10028
158,0.866576,0.001680,0.877941,0.877031,0.015124,1380.974,10029
105,0.863026,0.001711,0.875744,0.874756,0.014516,1030.844,10030
165,0.861064,0.001559,0.886798,0.886096,0.013940,1434.014,10031
122,0.861591,0.001612,0.882921,0.882063,0.014979,1125.519,10032
122,0.863218,0.001636,0.881198,0.880320,0.014404,1178.575,10033
104,0.861300,0.001748,0.873046,0.872019,0.015332,1070.910,10034
