best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
71,0.830392,0.002624,0.796520,0.797027,0.027240,330.287,3025
91,0.832600,0.002554,0.801960,0.802387,0.027456,372.770,3026
104,0.826352,0.002623,0.796618,0.797145,0.028262,420.101,3027
93,0.829550,0.002593,0.798993,0.799553,0.025758,364.062,3028
85,0.823284,0.002434,0.811302,0.811469,0.025946,365.651,3029
103,0.828961,0.002544,0.802794,0.802937,0.027824,420.031,3030
119,0.832788,0.002532,0.803720,0.804047,0.027092,382.132,3031
101,0.831960,0.002516,0.804894,0.805194,0.026810,394.609,3032
109,0.827541,0.002611,0.797585,0.797992,0.027081,381.054,3033
79,0.830552,0.002592,0.799047,0.799684,0.025761,368.153,3034
