best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
88,0.882056,0.001588,0.876857,0.876401,0.015167,1902.307,32025
112,0.882345,0.001621,0.874323,0.873594,0.016246,2211.645,32026
118,0.878098,0.001538,0.880778,0.880399,0.014485,2532.087,32027
140,0.881372,0.001585,0.877117,0.876585,0.016181,2490.126,32028
92,0.879924,0.001634,0.873318,0.872890,0.015729,2081.369,32029
89,0.875968,0.001687,0.869175,0.868542,0.016566,2129.989,32030
88,0.881125,0.001610,0.875184,0.874710,0.015312,2006.668,32031
147,0.883186,0.001596,0.876291,0.875543,0.016019,2594.373,32032
87,0.877046,0.001706,0.867759,0.867000,0.018303,1879.778,32033
77,0.878328,0.001689,0.869032,0.868417,0.016123,2014.078,32034
