best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
79,0.874252,0.002084,0.838455,0.837516,0.021835,2405.849,50025
107,0.880373,0.001782,0.861852,0.861218,0.019921,2485.718,50026
80,0.865389,0.002069,0.839567,0.839245,0.022266,2212.491,50027
77,0.867017,0.002072,0.839343,0.838566,0.023694,1937.078,50028
74,0.869470,0.002012,0.844000,0.843399,0.021405,2212.374,50029
100,0.854660,0.002093,0.837744,0.836696,0.023857,1920.714,50030
118,0.881252,0.001921,0.851036,0.850382,0.021756,2460.384,50031
77,0.869645,0.002048,0.841223,0.840450,0.022099,2155.183,50032
124,0.871971,0.001852,0.856429,0.855369,0.020754,2461.771,50033
114,0.874088,0.001945,0.849187,0.848155,0.022705,2504.166,50034
