best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
132,0.880512,0.001327,0.903580,0.903235,0.012241,3066.308,50025
127,0.880559,0.001364,0.900895,0.900797,0.012296,2724.440,50026
171,0.881653,0.001296,0.905900,0.905845,0.011239,3627.712,50027
121,0.877701,0.001298,0.905687,0.905512,0.011202,2607.108,50028
136,0.877150,0.001366,0.900790,0.900522,0.012481,2908.753,50029
160,0.884928,0.001338,0.902852,0.902667,0.011602,3405.582,50030
184,0.873446,0.001303,0.905365,0.905172,0.011978,4020.485,50031
161,0.877701,0.001161,0.915674,0.915450,0.009990,3781.722,50032
179,0.888358,0.001306,0.905124,0.904883,0.011176,3766.721,50033
128,0.872978,0.001371,0.900397,0.900067,0.011842,2731.692,50034
