best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
78,0.864587,0.002019,0.843494,0.842659,0.021158,529.954,4025
101,0.861720,0.001798,0.860617,0.859452,0.018936,582.776,4026
70,0.862822,0.001914,0.851592,0.850814,0.019032,493.650,4027
105,0.863311,0.001811,0.859579,0.858430,0.019672,570.851,4028
50,0.860742,0.002064,0.839994,0.839211,0.019069,515.019,4029
63,0.864089,0.001886,0.853781,0.852917,0.018907,552.453,4030
57,0.856778,0.002081,0.838684,0.837879,0.020602,494.068,4031
47,0.855313,0.002105,0.836800,0.836115,0.020338,461.293,4032
56,0.857394,0.002121,0.835562,0.834683,0.018502,499.999,4033
57,0.859127,0.002009,0.844266,0.843528,0.020226,476.029,4034
