best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
162,0.883062,0.001636,0.874628,0.873492,0.016278,454.287,4525
175,0.877575,0.001662,0.872612,0.871620,0.015824,505.198,4526
149,0.880170,0.001596,0.877709,0.877063,0.015664,431.201,4527
143,0.882897,0.001529,0.882784,0.881927,0.014716,411.486,4528
156,0.877654,0.001586,0.878414,0.877718,0.015427,461.173,4529
162,0.888802,0.001430,0.890368,0.889466,0.013508,461.662,4530
154,0.884602,0.001572,0.879556,0.878845,0.014745,443.513,4531
181,0.891122,0.001472,0.887151,0.886611,0.014477,520.171,4532
158,0.880245,0.001651,0.873473,0.872419,0.015851,455.004,4533
195,0.891190,0.001395,0.893100,0.892652,0.013045,559.269,4534
