best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
116,0.334131,0.008579,0.351956,0.349570,0.059996,807.417,5025
107,0.327455,0.008661,0.345751,0.343267,0.059089,671.098,5026
108,0.334934,0.008405,0.365067,0.362428,0.055383,786.739,5027
102,0.323310,0.008365,0.368091,0.365592,0.059656,716.511,5028
85,0.318830,0.008446,0.361959,0.359078,0.056058,723.089,5029
118,0.328847,0.008266,0.375620,0.373275,0.057861,738.476,5030
106,0.330299,0.008258,0.376217,0.373541,0.058395,737.958,5031
120,0.335180,0.008544,0.354595,0.352018,0.057546,821.903,5032
162,0.358709,0.008315,0.371885,0.370036,0.058260,1002.185,5033
121,0.339737,0.008442,0.362278,0.359804,0.058301,761.927,5034
