best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
131,0.860330,0.001633,0.881384,0.880785,0.014747,671.509,7025
152,0.856882,0.001450,0.894650,0.894080,0.012054,772.320,7026
137,0.859779,0.001509,0.890428,0.889900,0.013938,698.980,7027
131,0.858464,0.001520,0.889567,0.888977,0.012709,759.878,7028
146,0.872306,0.001370,0.900504,0.900274,0.013066,775.608,7029
110,0.853125,0.001544,0.887853,0.887269,0.014261,626.213,7030
158,0.853187,0.001451,0.894628,0.894260,0.011953,830.823,7031
125,0.860208,0.001658,0.879573,0.878955,0.014104,668.280,7032
160,0.879336,0.001424,0.896582,0.896287,0.012597,840.466,7033
159,0.873348,0.001360,0.901224,0.900943,0.012390,837.635,7034
