best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
126,0.880324,0.001711,0.867346,0.866568,0.017690,2707.914,38025
77,0.875341,0.001747,0.864545,0.863853,0.018270,2144.950,38026
85,0.878714,0.001660,0.871271,0.870437,0.017320,2073.755,38027
116,0.875515,0.001696,0.868510,0.867553,0.018729,2639.009,38028
93,0.873623,0.001804,0.860122,0.859259,0.019510,2545.730,38029
79,0.867067,0.001989,0.845793,0.844974,0.021700,2292.895,38030
75,0.868109,0.001826,0.858436,0.857766,0.018161,2113.010,38031
69,0.869684,0.002003,0.844689,0.843495,0.023541,2112.058,38032
127,0.869099,0.002024,0.843098,0.841886,0.023135,2399.954,38033
96,0.870628,0.001900,0.852714,0.851801,0.020636,2281.584,38034
