best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
125,0.861459,0.001675,0.878366,0.878439,0.014556,406.857,5025
148,0.864257,0.001663,0.879245,0.879418,0.014497,479.143,5026
107,0.860965,0.001732,0.874175,0.874229,0.014780,409.171,5027
119,0.857275,0.001706,0.876087,0.876088,0.015137,408.779,5028
128,0.864448,0.001666,0.879023,0.879197,0.014852,415.645,5029
107,0.856118,0.001516,0.889901,0.889649,0.012578,391.693,5030
118,0.862698,0.001692,0.877098,0.877222,0.014620,425.111,5031
129,0.864970,0.001624,0.882058,0.882251,0.014358,421.475,5032
132,0.862751,0.001698,0.876689,0.876755,0.014664,430.304,5033
158,0.861866,0.001352,0.901807,0.901679,0.012276,515.630,5034
