best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
92,0.878059,0.001717,0.866864,0.866254,0.017192,2236.758,37025
134,0.880267,0.001860,0.855813,0.854795,0.020317,2552.563,37026
121,0.875664,0.001701,0.868087,0.867376,0.017494,2135.319,37027
112,0.878980,0.001779,0.862067,0.861527,0.017511,2587.705,37028
133,0.882851,0.001599,0.875996,0.875295,0.016609,2426.073,37029
143,0.881124,0.001687,0.869180,0.868392,0.017472,2709.576,37030
109,0.885934,0.001691,0.868907,0.867912,0.018667,2526.162,37031
99,0.873499,0.001685,0.869354,0.868764,0.018049,2038.397,37032
126,0.879476,0.001501,0.883600,0.882862,0.016047,2298.160,37033
108,0.879178,0.001634,0.873340,0.872630,0.017235,2294.071,37034
