best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
171,0.348990,0.009080,0.314130,0.310391,0.059303,1242.113,6525
116,0.312630,0.009200,0.305030,0.301295,0.054827,828.997,6526
112,0.313723,0.009239,0.302114,0.298561,0.055706,794.307,6527
96,0.304395,0.009088,0.313524,0.309987,0.054331,776.656,6528
116,0.317957,0.009039,0.317230,0.313259,0.055271,829.710,6529
141,0.360363,0.009130,0.310321,0.306806,0.059234,998.148,6530
131,0.320173,0.009343,0.294257,0.290435,0.057069,969.079,6531
121,0.312666,0.009264,0.300200,0.296446,0.055100,858.162,6532
145,0.333725,0.008951,0.323813,0.319630,0.056063,1016.265,6533
126,0.319635,0.008985,0.321315,0.317784,0.055385,887.346,6534
