best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
220,0.878384,0.001271,0.907695,0.907538,0.012315,889.559,6025
162,0.868613,0.001381,0.899667,0.899568,0.013672,661.818,6026
117,0.856468,0.001616,0.882614,0.882354,0.013735,624.107,6027
109,0.854115,0.001563,0.886472,0.886248,0.013616,521.508,6028
142,0.858998,0.001476,0.892759,0.892644,0.012729,604.934,6029
138,0.855769,0.001611,0.883018,0.882876,0.014152,567.743,6030
163,0.862966,0.001485,0.892132,0.891905,0.013426,690.668,6031
131,0.856473,0.001539,0.888233,0.888049,0.013602,610.552,6032
145,0.853168,0.001597,0.884020,0.883660,0.013991,618.531,6033
96,0.853839,0.001742,0.873481,0.873158,0.014372,519.161,6034
