best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
73,0.321938,0.008603,0.350107,0.347089,0.050377,378.225,3025
102,0.320618,0.008626,0.348416,0.345071,0.053158,347.092,3026
48,0.321542,0.008597,0.350556,0.347722,0.047722,309.163,3027
62,0.321357,0.008605,0.349961,0.346941,0.050238,341.505,3028
44,0.320628,0.008581,0.351771,0.348867,0.049087,301.551,3029
86,0.324120,0.008645,0.346970,0.343437,0.052020,401.617,3030
49,0.319390,0.008533,0.355416,0.352702,0.050037,318.325,3031
129,0.326590,0.008692,0.343403,0.340028,0.054011,446.089,3032
56,0.320647,0.008586,0.351404,0.348464,0.047948,324.263,3033
74,0.320866,0.008611,0.349548,0.346311,0.050467,339.828,3034
