best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
196,0.844448,0.001973,0.848802,0.847847,0.018691,1208.304,8025
226,0.854669,0.001867,0.856890,0.855853,0.017457,1400.424,8026
220,0.864685,0.001769,0.864412,0.863635,0.016849,1363.290,8027
219,0.813836,0.002275,0.825639,0.824133,0.022033,1358.067,8028
234,0.872157,0.001625,0.875420,0.874567,0.015724,1438.721,8029
227,0.867643,0.001745,0.866245,0.865443,0.016571,1374.846,8030
129,0.767129,0.002926,0.775755,0.774122,0.027577,800.266,8031
260,0.867338,0.001774,0.864043,0.863108,0.017094,1573.851,8032
179,0.849411,0.001926,0.852409,0.851435,0.018314,1092.399,8033
140,0.767044,0.003018,0.768718,0.767157,0.027698,860.380,8034
