best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
139,0.872175,0.001757,0.863775,0.863162,0.019022,2598.477,44025
114,0.871944,0.001904,0.852362,0.851712,0.021117,2469.995,44026
75,0.865970,0.001908,0.852064,0.851347,0.020803,2204.205,44027
93,0.873900,0.001774,0.862462,0.861759,0.019267,2411.151,44028
78,0.861827,0.001900,0.852725,0.851577,0.021139,2156.216,44029
66,0.866341,0.001918,0.851286,0.850647,0.020460,2061.527,44030
87,0.876804,0.001819,0.858965,0.858004,0.020384,2213.464,44031
83,0.870225,0.001836,0.857646,0.856896,0.019383,2242.890,44032
114,0.872444,0.001854,0.856267,0.855612,0.020319,2473.386,44033
57,0.863189,0.002107,0.836604,0.836039,0.021878,1986.844,44034
