best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
182,0.374180,0.008039,0.392721,0.389895,0.056256,892.880,4025
173,0.373173,0.008178,0.382237,0.379352,0.057068,848.195,4026
160,0.371625,0.008061,0.391069,0.388095,0.056178,814.211,4027
182,0.371029,0.008181,0.382036,0.379589,0.058249,877.300,4028
145,0.372560,0.008218,0.379227,0.376465,0.057270,703.135,4029
166,0.375859,0.008125,0.386258,0.383505,0.058459,799.909,4030
161,0.366331,0.008198,0.380734,0.378025,0.058052,774.851,4031
158,0.393976,0.008121,0.386532,0.383444,0.055993,821.105,4032
152,0.376349,0.008126,0.386134,0.383355,0.057332,734.481,4033
184,0.384367,0.008052,0.391760,0.388947,0.056267,933.969,4034
