best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
95,0.353091,0.008499,0.358000,0.354794,0.049692,256.413,2425
142,0.456638,0.007281,0.449992,0.446354,0.049348,392.766,2426
140,0.391183,0.008430,0.363242,0.359364,0.052630,354.997,2427
141,0.385613,0.008176,0.382374,0.378866,0.050613,344.256,2428
152,0.428216,0.007756,0.414083,0.409365,0.054001,388.896,2429
115,0.418126,0.007802,0.410635,0.406972,0.050271,355.385,2430
144,0.394293,0.008194,0.380996,0.377796,0.050330,354.368,2431
154,0.394823,0.008212,0.379643,0.375647,0.051259,371.693,2432
107,0.385451,0.008201,0.380475,0.377501,0.048549,320.151,2433
121,0.404743,0.008032,0.393282,0.389549,0.052470,340.708,2434
