best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
108,0.693811,0.003714,0.715385,0.712510,0.033006,820.964,9025
238,0.812264,0.002231,0.829009,0.827163,0.021086,1775.567,9026
151,0.728680,0.003317,0.745809,0.743434,0.029404,1145.663,9027
182,0.820277,0.002308,0.823110,0.821629,0.021198,1373.339,9028
239,0.793522,0.002447,0.812435,0.811077,0.021989,1791.285,9029
215,0.860415,0.001804,0.861771,0.860617,0.016385,1617.349,9030
102,0.696188,0.003647,0.720481,0.717609,0.031864,780.021,9031
222,0.810943,0.002305,0.823351,0.822180,0.019510,1650.427,9032
245,0.816490,0.002385,0.817217,0.816010,0.022113,1809.599,9033
232,0.856362,0.001813,0.861032,0.860084,0.016061,1704.820,9034
