best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
147,0.862580,0.002263,0.826537,0.824893,0.023249,369.094,4025
147,0.866063,0.002070,0.841324,0.840072,0.021243,378.312,4026
118,0.864529,0.002129,0.836846,0.835895,0.021728,325.112,4027
153,0.882779,0.001816,0.860797,0.859808,0.018829,407.944,4028
145,0.871927,0.001906,0.853922,0.852768,0.019690,371.235,4029
131,0.866995,0.002130,0.836749,0.835507,0.020811,356.343,4030
172,0.881519,0.001759,0.865176,0.863793,0.017363,439.267,4031
119,0.881499,0.001782,0.863393,0.862144,0.017110,334.218,4032
113,0.854464,0.002442,0.812879,0.811706,0.024135,289.813,4033
124,0.872070,0.002064,0.841834,0.840327,0.020703,317.301,4034
