best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
98,0.814820,0.002552,0.802169,0.802629,0.026446,331.272,2830
104,0.815946,0.002498,0.806342,0.806591,0.024958,348.131,2831
93,0.815065,0.002528,0.804023,0.804520,0.025035,384.480,2832
101,0.817478,0.002581,0.799885,0.800271,0.026830,353.058,2833
120,0.813578,0.002515,0.804989,0.805245,0.025185,359.133,2834
116,0.814657,0.002501,0.806112,0.806449,0.025616,394.114,2825
84,0.814591,0.002602,0.798287,0.798818,0.026973,314.496,2826
127,0.813881,0.002498,0.806322,0.806600,0.025549,388.196,2827
89,0.816953,0.002510,0.805385,0.805866,0.024659,387.950,2828
102,0.814222,0.002462,0.809095,0.809374,0.024789,418.762,2829
