best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
91,0.837480,0.002361,0.816939,0.817034,0.024765,426.612,3225
83,0.841480,0.002399,0.814036,0.814292,0.023494,436.453,3226
77,0.836625,0.002417,0.812599,0.812717,0.024786,415.887,3227
81,0.837162,0.002388,0.814824,0.814831,0.024905,453.312,3228
78,0.835131,0.002453,0.809844,0.810026,0.024867,442.255,3229
86,0.838558,0.002389,0.814773,0.815053,0.024766,407.955,3230
108,0.839401,0.002285,0.822861,0.823009,0.022517,452.899,3231
74,0.837495,0.002414,0.812837,0.813016,0.025210,465.783,3232
68,0.835843,0.002503,0.805908,0.806046,0.023454,444.925,3233
78,0.840620,0.002410,0.813152,0.813284,0.024261,413.925,3234
