best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
126,0.301208,0.009401,0.289819,0.286028,0.051505,934.665,9025
186,0.317718,0.009283,0.298796,0.295054,0.054480,1362.446,9026
175,0.328885,0.009371,0.292159,0.288950,0.057620,1286.031,9027
162,0.338187,0.008861,0.330658,0.327287,0.056200,1233.225,9028
177,0.327388,0.009104,0.312282,0.309122,0.059380,1260.376,9029
151,0.380090,0.008458,0.361097,0.358778,0.053253,1284.227,9030
172,0.340348,0.008872,0.329826,0.326311,0.058153,1260.460,9031
162,0.310540,0.009220,0.303564,0.299746,0.055106,1192.315,9032
185,0.351830,0.008734,0.340262,0.337120,0.057642,1350.820,9033
187,0.320511,0.009165,0.307699,0.304119,0.055923,1369.981,9034
