best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
149,0.356464,0.008391,0.366135,0.362591,0.062360,2763.521,62025
148,0.325516,0.008559,0.353453,0.350395,0.055271,2725.006,62026
80,0.354400,0.008594,0.350824,0.348028,0.056181,2352.232,62027
109,0.350863,0.008417,0.364155,0.361142,0.060623,2336.941,62028
148,0.331928,0.008486,0.359010,0.355792,0.060965,2720.232,62029
74,0.334757,0.008666,0.345402,0.342389,0.058773,2160.304,62030
100,0.361441,0.008714,0.341755,0.338841,0.063264,2413.527,62031
125,0.346199,0.008482,0.359312,0.356111,0.059306,2754.186,62032
128,0.340404,0.008659,0.345873,0.342787,0.058071,2593.325,62033
119,0.351122,0.008599,0.350435,0.347622,0.057603,2529.075,62034
