best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
106,0.333581,0.008167,0.383073,0.380783,0.056960,678.257,4425
114,0.338521,0.008331,0.370712,0.368129,0.059262,703.958,4426
99,0.335538,0.008131,0.385820,0.383577,0.054648,718.538,4427
71,0.332378,0.008385,0.366640,0.363871,0.054666,566.073,4428
141,0.352729,0.008353,0.369056,0.366742,0.058155,778.717,4429
73,0.323143,0.008370,0.367768,0.364662,0.053410,577.547,4430
94,0.372922,0.008009,0.395042,0.393399,0.052766,750.673,4431
90,0.336914,0.008283,0.374325,0.372073,0.057498,695.737,4432
87,0.334548,0.008272,0.375171,0.372778,0.057773,617.681,4433
142,0.351955,0.008238,0.377694,0.375322,0.058469,845.895,4434
