best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
125,0.866436,0.002177,0.831196,0.830411,0.025269,997.402,7025
98,0.864770,0.002346,0.818127,0.817062,0.026610,979.984,7026
123,0.867822,0.002213,0.828454,0.827635,0.024815,1024.911,7027
104,0.860010,0.002070,0.839543,0.839239,0.021165,1016.881,7028
129,0.865993,0.002130,0.834852,0.834150,0.023760,1049.010,7029
121,0.869818,0.002041,0.841786,0.841024,0.022404,1132.709,7030
103,0.859852,0.002213,0.828421,0.827802,0.023090,959.173,7031
144,0.870991,0.002077,0.838993,0.838437,0.024644,1151.501,7032
151,0.869864,0.002121,0.835558,0.834711,0.024391,1114.145,7033
128,0.860777,0.002092,0.837789,0.837327,0.022481,1067.581,7034
