best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
166,0.865772,0.001652,0.873378,0.872576,0.015750,843.335,7025
184,0.814787,0.002232,0.828928,0.827762,0.020335,932.231,7026
178,0.851597,0.001868,0.856859,0.856047,0.017203,899.784,7027
189,0.862801,0.001697,0.869954,0.869100,0.016130,951.969,7028
184,0.856134,0.001757,0.865354,0.864535,0.016075,929.042,7029
206,0.859124,0.001762,0.864955,0.864182,0.016138,1034.778,7030
181,0.857989,0.001681,0.871137,0.870321,0.015644,904.800,7031
160,0.858145,0.001745,0.866281,0.865513,0.016640,800.782,7032
171,0.860171,0.001723,0.867976,0.867164,0.016092,849.456,7033
193,0.868423,0.001612,0.876418,0.875608,0.015243,956.446,7034
