best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
179,0.877197,0.001335,0.903037,0.902793,0.010605,1348.191,9025
152,0.865901,0.001449,0.894736,0.894141,0.012355,1149.670,9026
158,0.868000,0.001428,0.896311,0.895653,0.011714,1238.392,9027
132,0.863430,0.001515,0.889941,0.889253,0.012360,1006.021,9028
141,0.870675,0.001502,0.890920,0.890219,0.012520,1114.798,9029
135,0.857763,0.001511,0.890249,0.889651,0.012504,1028.467,9030
163,0.859683,0.001521,0.889505,0.888911,0.011871,1227.762,9031
158,0.870992,0.001360,0.901252,0.900739,0.011331,1195.502,9032
144,0.868228,0.001427,0.896319,0.895737,0.013293,1089.260,9033
123,0.859001,0.001456,0.894262,0.893618,0.012356,980.308,9034
