best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
145,0.768498,0.002699,0.793176,0.792316,0.023665,718.087,8025
171,0.783059,0.002629,0.798515,0.797635,0.023898,843.193,8026
146,0.770729,0.002741,0.789944,0.788944,0.024731,713.958,8027
134,0.760881,0.002689,0.793937,0.793207,0.024446,645.803,8028
193,0.787743,0.002569,0.803088,0.801766,0.022930,931.783,8029
160,0.773561,0.002696,0.793408,0.792297,0.024438,798.718,8030
137,0.781331,0.002603,0.800508,0.799386,0.022772,699.212,8031
178,0.782677,0.002553,0.804371,0.803395,0.023161,842.212,8032
134,0.752307,0.002817,0.784116,0.783385,0.025765,639.879,8033
169,0.780560,0.002625,0.798824,0.797656,0.022795,809.432,8034
