best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
143,0.319207,0.008720,0.341315,0.337042,0.057857,1097.173,12025
124,0.323604,0.008696,0.343075,0.339458,0.057888,1049.245,12026
119,0.317094,0.008938,0.324816,0.320900,0.056333,919.784,12027
150,0.338269,0.008747,0.339245,0.335508,0.060066,1088.940,12028
144,0.319579,0.008849,0.331542,0.328304,0.055589,1057.471,12029
128,0.326634,0.008718,0.341418,0.337882,0.055800,987.252,12030
139,0.328826,0.008692,0.343405,0.339480,0.056672,1088.340,12031
114,0.330846,0.008742,0.339601,0.336059,0.055560,957.607,12032
134,0.321041,0.008718,0.341412,0.337471,0.055807,1011.144,12033
121,0.327956,0.008664,0.345560,0.341748,0.055061,991.675,12034
