best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
57,0.849216,0.002254,0.825273,0.825236,0.023829,431.052,3625
52,0.842650,0.002310,0.820930,0.820835,0.023435,434.451,3626
48,0.846554,0.002265,0.824382,0.824590,0.022737,418.569,3627
69,0.850214,0.002121,0.835565,0.835427,0.021533,455.587,3628
93,0.854635,0.001967,0.847491,0.847128,0.020156,532.992,3629
73,0.841486,0.002318,0.820288,0.820460,0.023440,523.400,3630
92,0.853921,0.001995,0.845333,0.844871,0.019797,504.217,3631
80,0.852026,0.002036,0.842136,0.841934,0.019989,453.863,3632
73,0.848272,0.002098,0.837321,0.837241,0.020269,452.913,3633
50,0.842549,0.002406,0.813460,0.813478,0.025698,436.516,3634
