best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
135,0.296764,0.009431,0.287562,0.284140,0.050524,989.041,8025
134,0.295964,0.009444,0.286626,0.283119,0.051545,990.909,8026
114,0.287940,0.009553,0.278406,0.274961,0.050967,894.985,8027
146,0.298832,0.009548,0.278752,0.275354,0.052454,1076.096,8028
183,0.310301,0.009311,0.296671,0.293893,0.054098,1335.920,8029
116,0.294834,0.009553,0.278340,0.275017,0.051010,861.342,8030
130,0.296502,0.009530,0.280096,0.276735,0.051832,923.883,8031
146,0.300420,0.009436,0.287179,0.283743,0.052365,1070.096,8032
108,0.293076,0.009646,0.271351,0.267672,0.052168,847.236,8033
112,0.295098,0.009643,0.271610,0.267955,0.050482,917.075,8034
