best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
104,0.873196,0.001743,0.864845,0.864246,0.019157,2380.640,48025
90,0.871843,0.001883,0.854024,0.853197,0.021025,2242.043,48026
58,0.864622,0.002071,0.839412,0.838724,0.020457,1970.484,48027
133,0.868650,0.002173,0.831540,0.830630,0.025573,2443.899,48028
86,0.851512,0.002208,0.828837,0.827719,0.024755,2048.018,48029
76,0.860970,0.001991,0.845601,0.844740,0.022495,2193.353,48030
112,0.875375,0.001809,0.859734,0.858876,0.021498,2187.275,48031
84,0.868631,0.002169,0.831818,0.830780,0.023562,2333.577,48032
97,0.874176,0.001876,0.854575,0.853551,0.021421,2349.260,48033
92,0.876136,0.001809,0.859775,0.859214,0.020023,2264.555,48034
