best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
83,0.866801,0.001902,0.852561,0.851366,0.019169,607.654,4525
89,0.864307,0.001941,0.849523,0.848243,0.021720,668.324,4526
72,0.865576,0.001988,0.845852,0.844525,0.021012,606.943,4527
102,0.864191,0.001933,0.850130,0.848956,0.021046,642.714,4528
115,0.860018,0.001744,0.864805,0.863733,0.018358,779.351,4529
94,0.859003,0.002021,0.843287,0.842073,0.020720,630.982,4530
86,0.867239,0.001946,0.849118,0.847896,0.020520,653.257,4531
114,0.862351,0.001934,0.850063,0.849033,0.020621,706.633,4532
66,0.861522,0.002099,0.837276,0.836053,0.020489,642.552,4533
77,0.864517,0.001989,0.845816,0.844573,0.020237,637.764,4534
