best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
69,0.301036,0.008956,0.323439,0.319503,0.055141,380.063,3525
183,0.338553,0.008488,0.358830,0.355393,0.057588,777.205,3526
65,0.301734,0.008944,0.324400,0.320520,0.056030,418.135,3527
107,0.301818,0.008855,0.331119,0.327594,0.057151,486.734,3528
81,0.312228,0.008803,0.335041,0.331320,0.054859,496.728,3529
151,0.314345,0.008609,0.349697,0.346170,0.056270,614.173,3530
116,0.306230,0.008836,0.332525,0.329122,0.059091,500.997,3531
90,0.304158,0.008778,0.336881,0.332972,0.057116,445.109,3532
74,0.302904,0.008975,0.322031,0.317993,0.054666,473.788,3533
77,0.306007,0.008890,0.328485,0.324452,0.054368,440.094,3534
