best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
165,0.871778,0.001457,0.894173,0.893955,0.012187,1130.835,20025
192,0.885843,0.001206,0.912417,0.912323,0.010477,1302.691,20026
186,0.867230,0.001671,0.878664,0.878880,0.016301,1250.182,20027
159,0.850697,0.001759,0.872205,0.871938,0.015630,1125.176,20028
155,0.855057,0.001792,0.869865,0.869778,0.015272,1105.127,20029
174,0.864842,0.001687,0.877440,0.877815,0.016358,1172.448,20030
138,0.867092,0.001432,0.895996,0.895974,0.013192,953.313,20031
154,0.873748,0.001425,0.896525,0.896364,0.011846,1064.423,20032
176,0.866813,0.001693,0.877040,0.877339,0.015364,1212.002,20033
105,0.834217,0.002093,0.847982,0.847839,0.018997,775.094,20034
