best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
127,0.333788,0.008402,0.365302,0.363266,0.055419,856.820,6025
74,0.327267,0.008360,0.368524,0.366681,0.048931,765.367,6026
97,0.340610,0.008379,0.367058,0.364932,0.052304,764.546,6027
136,0.332930,0.008394,0.365924,0.363821,0.054790,933.462,6028
81,0.337673,0.008252,0.376678,0.374898,0.049917,809.668,6029
105,0.332315,0.008375,0.367386,0.365281,0.053703,842.362,6030
132,0.336631,0.008218,0.379246,0.376889,0.053231,871.176,6031
73,0.332159,0.008224,0.378790,0.377236,0.048005,718.150,6032
132,0.337772,0.008430,0.363170,0.360987,0.054585,864.103,6033
151,0.336146,0.008479,0.359509,0.357183,0.054510,980.685,6034
