best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
93,0.769556,0.002768,0.785416,0.785638,0.027457,277.831,2225
142,0.765613,0.002877,0.776958,0.777418,0.029984,339.911,2226
97,0.764408,0.002765,0.785593,0.785915,0.028513,236.111,2227
134,0.768156,0.002803,0.782646,0.783277,0.028377,332.159,2228
77,0.770428,0.002849,0.779126,0.779462,0.029442,273.326,2229
65,0.762632,0.002805,0.782547,0.782740,0.029060,218.894,2230
94,0.765682,0.002829,0.780661,0.780799,0.028235,256.062,2231
169,0.768796,0.002817,0.781557,0.782144,0.029783,402.448,2232
68,0.763430,0.002843,0.779576,0.779750,0.028462,211.079,2233
53,0.767065,0.003007,0.766831,0.766754,0.027559,242.812,2234
