best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
137,0.860579,0.001838,0.859138,0.857713,0.017651,1636.673,32025
156,0.865947,0.002025,0.844769,0.843500,0.018336,1778.698,32026
170,0.909564,0.001616,0.876151,0.875447,0.014036,1936.015,32027
128,0.857119,0.001835,0.859345,0.858199,0.018469,1544.315,32028
115,0.892529,0.001505,0.884625,0.883641,0.014054,1598.561,32029
107,0.859153,0.001981,0.848167,0.846547,0.019621,1442.436,32030
141,0.862525,0.001883,0.855698,0.854281,0.018071,1682.575,32031
126,0.857841,0.002139,0.836038,0.834670,0.020285,1454.535,32032
172,0.872714,0.002027,0.844678,0.843036,0.019176,1963.319,32033
166,0.850196,0.001988,0.847629,0.846035,0.019609,1895.953,32034
