best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
84,0.848217,0.001941,0.849536,0.847902,0.023077,1285.330,10025
88,0.856977,0.001651,0.871964,0.871091,0.018136,1009.353,10026
60,0.861659,0.001754,0.864041,0.863638,0.017014,1093.927,10027
77,0.861758,0.001616,0.874702,0.873805,0.017581,1147.301,10028
75,0.860085,0.001849,0.856605,0.855614,0.018036,1243.598,10029
86,0.857577,0.001793,0.860996,0.859710,0.020146,1217.666,10030
30,0.857971,0.001937,0.849827,0.849188,0.017704,948.298,10031
96,0.847761,0.001865,0.855436,0.854059,0.021578,1330.531,10032
70,0.858869,0.001725,0.866279,0.865422,0.017793,1186.416,10033
38,0.856726,0.001761,0.863500,0.862761,0.017571,971.873,10034
