best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
133,0.330079,0.008749,0.339116,0.335462,0.057225,1072.210,11025
159,0.331178,0.008762,0.338094,0.334447,0.058438,1217.373,11026
149,0.367809,0.008234,0.378004,0.375090,0.053262,1230.031,11027
157,0.338904,0.008674,0.344801,0.341186,0.059369,1165.241,11028
131,0.331199,0.008634,0.347819,0.344384,0.054291,1066.579,11029
155,0.318257,0.008992,0.320740,0.316909,0.057060,1196.146,11030
158,0.331075,0.008790,0.336040,0.332428,0.058818,1171.378,11031
147,0.335998,0.008836,0.332572,0.329020,0.056770,1091.626,11032
140,0.320508,0.009012,0.319214,0.314673,0.060296,1040.438,11033
111,0.339041,0.008284,0.374247,0.370624,0.054273,1095.266,11034
