best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
93,0.377905,0.008497,0.358106,0.354648,0.052235,1778.381,10025
84,0.376292,0.008076,0.389936,0.387742,0.049016,1587.970,10026
124,0.365558,0.008281,0.374484,0.371228,0.058185,1792.818,10027
110,0.371067,0.008451,0.361608,0.358870,0.054431,1764.067,10028
116,0.390461,0.008303,0.372828,0.370355,0.057500,1929.457,10029
89,0.358323,0.008623,0.348661,0.344274,0.056529,1564.456,10030
84,0.367647,0.008252,0.376642,0.372497,0.052240,1483.034,10031
88,0.356451,0.008403,0.365240,0.362727,0.055191,1620.444,10032
86,0.360953,0.008420,0.363926,0.360577,0.053493,1608.467,10033
78,0.368003,0.008222,0.378939,0.376265,0.051770,1587.189,10034
