best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
132,0.875204,0.001449,0.894728,0.894841,0.013510,296.183,3525
126,0.877041,0.001400,0.898306,0.898462,0.012195,312.775,3526
149,0.873022,0.001482,0.892330,0.892407,0.013154,336.712,3527
104,0.876553,0.001448,0.894800,0.895022,0.014000,278.071,3528
151,0.878115,0.001487,0.891967,0.892107,0.013273,341.102,3529
128,0.875587,0.001425,0.896520,0.896673,0.013042,291.872,3530
131,0.872722,0.001500,0.891026,0.891244,0.013559,289.267,3531
129,0.876353,0.001445,0.895008,0.895169,0.012879,271.347,3532
115,0.873748,0.001510,0.890309,0.890431,0.013823,255.327,3533
121,0.876778,0.001561,0.886606,0.886698,0.014182,293.315,3534
