best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
103,0.346810,0.008279,0.374622,0.372672,0.054518,726.595,4525
102,0.326689,0.008178,0.382219,0.379677,0.052304,692.668,4526
97,0.343762,0.008235,0.377946,0.376057,0.056924,668.610,4527
98,0.336315,0.008208,0.379958,0.377580,0.054198,669.229,4528
133,0.341734,0.008279,0.374582,0.372449,0.057800,726.053,4529
94,0.332926,0.008244,0.377259,0.374646,0.057643,647.191,4530
103,0.331443,0.008186,0.381615,0.379142,0.056622,695.029,4531
110,0.342816,0.008368,0.367916,0.365455,0.055384,699.958,4532
104,0.327995,0.008363,0.368266,0.365885,0.058828,574.040,4533
106,0.337177,0.008301,0.372916,0.370297,0.057206,673.733,4534
