best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
137,0.871910,0.001546,0.887702,0.888151,0.013929,375.168,4525
136,0.870854,0.001521,0.889529,0.889860,0.013875,364.123,4526
157,0.871858,0.001538,0.888289,0.888540,0.013446,429.410,4527
117,0.869515,0.001566,0.886220,0.886595,0.013812,387.959,4528
146,0.870550,0.001573,0.885733,0.886052,0.014085,401.008,4529
152,0.873988,0.001505,0.890695,0.891102,0.013477,417.654,4530
120,0.871385,0.001578,0.885380,0.885716,0.014230,346.487,4531
140,0.872882,0.001551,0.887356,0.887713,0.013758,416.596,4532
138,0.871793,0.001577,0.885427,0.885735,0.014052,379.717,4533
159,0.874005,0.001505,0.890650,0.890953,0.013172,435.229,4534
