best_epoch,best_val_R2,test_loss,test_R2,bootstrap_R2_mean,bootstrap_R2_std,total_sec,seed
93,0.335434,0.008386,0.366536,0.363545,0.051771,728.189,4625
154,0.347395,0.008167,0.383042,0.381126,0.055901,868.599,4626
101,0.326122,0.008294,0.373457,0.371420,0.058552,654.058,4627
76,0.328133,0.008187,0.381557,0.378732,0.052608,609.136,4628
112,0.334996,0.007986,0.396747,0.394593,0.057262,736.287,4629
85,0.332863,0.008060,0.391152,0.389116,0.056715,653.153,4630
109,0.332531,0.008312,0.372122,0.369938,0.056989,702.583,4631
103,0.333893,0.008115,0.387014,0.384705,0.057995,752.495,4632
88,0.327903,0.008272,0.375113,0.372572,0.055554,734.071,4633
95,0.340075,0.008175,0.382441,0.380722,0.057512,708.987,4634
